velocity_1min,velocity_5min,velocity_60min,velocity_1440min,ip_novelty,device_novelty,geo_novelty,impossible_travel,travel_speed_kmh,device_consistency_score,user_agent_consistency,sparse_history,label
0.0,1.0,4.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,0.0,0.0,4.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
3.0,5.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.80084527,0.88878065,1.0,1.0
0.0,7.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.37199882,0.39235106,1.0,1.0
1.0,3.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.86807805,0.8685098,0.0,0.0
1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.8003757,0.8748602,0.0,0.0
2.0,3.0,4.0,25.0,1.0,0.0,1.0,1.0,4971.0,0.9467839,0.8747351,0.0,1.0
6.0,38.0,72.0,164.0,1.0,0.0,1.0,0.0,0.0,0.10242107,0.22329402,0.0,1.0
1.0,1.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.8187891,0.9775781,0.0,0.0
1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9539261,0.8723086,0.0,0.0
1.0,0.0,2.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.8942795,0.89726096,0.0,0.0
1.0,0.0,2.0,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,0.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.898398,0.9686948,0.0,0.0
6.0,15.0,61.0,140.0,1.0,0.0,0.0,0.0,0.0,0.19080508,0.2112578,0.0,1.0
1.0,1.0,6.0,16.0,1.0,0.0,1.0,1.0,3880.0,0.78451586,0.81818056,0.0,1.0
1.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.9602724,0.9640802,0.0,0.0
15.0,30.0,87.0,187.0,1.0,1.0,0.0,0.0,0.0,0.16362852,0.063096225,0.0,1.0
10.0,34.0,48.0,72.0,1.0,1.0,0.0,0.0,0.0,0.23394997,0.2596824,0.0,1.0
0.0,2.0,3.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8906744,0.98024577,0.0,0.0
14.0,32.0,60.0,189.0,1.0,0.0,1.0,0.0,0.0,0.074045375,0.26511103,0.0,1.0
0.0,0.0,1.0,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,2.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.90294385,0.9126267,0.0,0.0
7.0,14.0,50.0,84.0,1.0,0.0,0.0,0.0,0.0,0.19406046,0.1963078,0.0,1.0
13.0,12.0,64.0,57.0,1.0,0.0,1.0,0.0,0.0,0.22567469,0.12724617,0.0,1.0
1.0,1.0,10.0,13.0,1.0,0.0,1.0,1.0,2127.0,0.90025043,0.70411885,0.0,1.0
1.0,3.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.8412035,0.95503795,0.0,0.0
12.0,26.0,72.0,126.0,1.0,1.0,1.0,0.0,0.0,0.20689635,0.28344294,0.0,1.0
0.0,1.0,5.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,3.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8167312,0.964095,0.0,0.0
1.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.95746577,0.8545123,0.0,0.0
0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.82685894,0.92437583,0.0,0.0
2.0,1.0,6.0,13.0,1.0,1.0,1.0,0.0,0.0,0.72216195,0.47384462,0.0,1.0
0.0,1.0,3.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
6.0,39.0,32.0,199.0,1.0,1.0,0.0,0.0,0.0,0.19268014,0.15114033,0.0,1.0
11.0,15.0,31.0,63.0,1.0,1.0,1.0,0.0,0.0,0.17396702,0.2105909,0.0,1.0
1.0,2.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.8122915,0.9119091,0.0,0.0
1.0,0.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.95718426,0.9114305,0.0,0.0
0.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.9473638,0.974203,0.0,0.0
0.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.8043358,0.9571966,0.0,0.0
8.0,27.0,100.0,110.0,1.0,0.0,1.0,0.0,0.0,0.10275188,0.21672057,0.0,1.0
14.0,36.0,85.0,66.0,1.0,1.0,1.0,0.0,0.0,0.26700163,0.27982405,0.0,1.0
11.0,16.0,65.0,137.0,1.0,1.0,0.0,0.0,0.0,0.29378238,0.14094631,0.0,1.0
1.0,3.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.8590029,0.8976253,0.0,0.0
1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.8248316,0.85019815,0.0,0.0
1.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.8322637,0.8923111,0.0,0.0
1.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.91082186,0.93215626,0.0,0.0
1.0,3.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.9186149,0.93064547,0.0,0.0
1.0,1.0,4.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,4.0,2.0,21.0,1.0,0.0,1.0,1.0,3088.0,0.6678663,0.92510617,0.0,1.0
0.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.94497615,0.92566895,0.0,0.0
11.0,39.0,56.0,65.0,1.0,1.0,1.0,0.0,0.0,0.2674116,0.055677477,0.0,1.0
1.0,1.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.93168163,0.9328537,0.0,0.0
0.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.9312388,0.9090821,0.0,0.0
5.0,13.0,55.0,84.0,1.0,1.0,1.0,0.0,0.0,0.21669294,0.18184541,0.0,1.0
0.0,1.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.84571594,0.88574576,0.0,0.0
0.0,2.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.88831615,0.87600344,0.0,0.0
1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.9704246,0.9736818,0.0,0.0
0.0,1.0,3.0,4.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,1.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.9110004,0.91410065,0.0,0.0
3.0,2.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.5010631,0.66512,1.0,1.0
1.0,1.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.96668065,0.96786004,0.0,0.0
0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.97996694,0.9536563,0.0,0.0
0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.8376888,0.95829594,0.0,0.0
0.0,2.0,12.0,3.0,1.0,1.0,1.0,0.0,0.0,0.3248684,0.5956256,1.0,1.0
1.0,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.864201,0.9688892,0.0,0.0
1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.81046426,0.85303503,0.0,0.0
0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.9541593,0.868187,0.0,0.0
0.0,2.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,0.7893746,0.49360776,0.0,0.0
1.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.92276126,0.8591578,0.0,0.0
0.0,3.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.9375981,0.95025533,0.0,0.0
8.0,31.0,44.0,151.0,1.0,0.0,1.0,0.0,0.0,0.25531453,0.05067321,0.0,1.0
6.0,12.0,79.0,70.0,1.0,1.0,1.0,0.0,0.0,0.138868,0.19772026,0.0,1.0
1.0,3.0,8.0,9.0,1.0,0.0,1.0,1.0,1029.0,0.6939858,0.78105456,0.0,1.0
11.0,38.0,82.0,146.0,1.0,1.0,0.0,0.0,0.0,0.25418115,0.17205413,0.0,1.0
0.0,1.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.96753055,0.9756172,0.0,0.0
1.0,1.0,4.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,0.0,1.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,3.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.9127767,0.94559205,0.0,0.0
1.0,3.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.834768,0.879509,0.0,0.0
1.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.807398,0.9228109,0.0,0.0
0.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.8078695,0.89895344,0.0,0.0
0.0,2.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.8646513,0.95639515,0.0,0.0
0.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8356148,0.9107423,0.0,0.0
0.0,1.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8871558,0.9514419,0.0,0.0
6.0,22.0,98.0,145.0,1.0,1.0,0.0,0.0,0.0,0.06933133,0.26057947,0.0,1.0
1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.9584226,0.8666788,0.0,0.0
0.0,2.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.9109705,0.8753734,0.0,0.0
12.0,20.0,66.0,80.0,1.0,1.0,0.0,0.0,0.0,0.2705703,0.22003019,0.0,1.0
0.0,3.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.8509417,0.85938525,0.0,0.0
13.0,20.0,87.0,128.0,1.0,1.0,0.0,0.0,0.0,0.12367185,0.19596866,0.0,1.0
0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.8076509,0.9380522,0.0,0.0
0.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.86066335,0.93116224,0.0,0.0
15.0,37.0,93.0,141.0,1.0,1.0,0.0,0.0,0.0,0.21259588,0.1452572,0.0,1.0
0.0,3.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.9596613,0.9096297,0.0,0.0
5.0,26.0,40.0,160.0,1.0,1.0,0.0,0.0,0.0,0.15308529,0.082496904,0.0,1.0
7.0,23.0,88.0,69.0,1.0,1.0,1.0,0.0,0.0,0.05584341,0.1986754,0.0,1.0
0.0,1.0,3.0,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.8068654,0.95841885,0.0,0.0
0.0,5.0,1.0,5.0,1.0,0.0,1.0,1.0,3439.0,0.71861625,0.84524935,0.0,1.0
1.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8700387,0.9390227,0.0,0.0
0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.94831973,0.91669995,0.0,0.0
0.0,1.0,2.0,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
3.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.71401024,0.45265052,0.0,0.0
5.0,23.0,95.0,149.0,1.0,1.0,0.0,0.0,0.0,0.2739513,0.27779287,0.0,1.0
1.0,1.0,2.0,14.0,1.0,0.0,1.0,0.0,0.0,0.4910014,0.42546916,1.0,1.0
3.0,8.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.4190757,0.41886938,1.0,1.0
1.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.9697692,0.9513928,0.0,0.0
3.0,3.0,12.0,17.0,0.0,1.0,1.0,0.0,0.0,0.81162894,0.48950827,1.0,1.0
1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
3.0,8.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.4236198,0.5625297,0.0,0.0
1.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.87166315,0.9757119,0.0,0.0
0.0,3.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.91542333,0.9874661,0.0,0.0
7.0,36.0,42.0,71.0,1.0,1.0,1.0,0.0,0.0,0.2926764,0.19743161,0.0,1.0
1.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.87740195,0.98420924,0.0,0.0
0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9379515,0.96001357,0.0,0.0
1.0,3.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.9616203,0.91739726,0.0,0.0
0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.86925566,0.8538715,0.0,0.0
0.0,0.0,4.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.95528615,0.9125119,0.0,0.0
12.0,28.0,58.0,61.0,1.0,1.0,1.0,0.0,0.0,0.21083517,0.05778766,0.0,1.0
11.0,25.0,60.0,129.0,1.0,1.0,0.0,0.0,0.0,0.11017032,0.08718023,0.0,1.0
0.0,0.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8702679,0.9450355,0.0,0.0
1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.8219942,0.9185078,0.0,0.0
2.0,3.0,11.0,12.0,1.0,1.0,0.0,0.0,0.0,0.7345421,0.48407212,0.0,1.0
1.0,3.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.8776688,0.9369393,0.0,0.0
0.0,3.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.9284961,0.96198744,0.0,0.0
0.0,1.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.89215976,0.91011584,0.0,0.0
0.0,3.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.9730185,0.98107016,0.0,0.0
0.0,1.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.8988384,0.8579743,0.0,0.0
1.0,2.0,12.0,19.0,1.0,1.0,1.0,0.0,0.0,0.7261305,0.42288715,1.0,1.0
1.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.93265426,0.9853857,0.0,0.0
0.0,1.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.8916701,0.9287498,0.0,0.0
0.0,1.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.9223969,0.8513002,0.0,0.0
1.0,1.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.95669186,0.85040575,0.0,0.0
1.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.83858955,0.87242496,0.0,0.0
0.0,1.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.80586934,0.87195754,0.0,0.0
7.0,28.0,89.0,107.0,1.0,0.0,0.0,0.0,0.0,0.059828848,0.1679258,0.0,1.0
2.0,1.0,6.0,23.0,1.0,0.0,1.0,1.0,4974.0,0.76573306,0.7051358,0.0,1.0
2.0,4.0,6.0,15.0,1.0,0.0,1.0,1.0,2020.0,0.91452575,0.716433,0.0,1.0
0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.90248936,0.9344873,0.0,0.0
1.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.9225115,0.9599356,0.0,0.0
0.0,3.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.64541525,0.8895988,1.0,0.0
9.0,18.0,95.0,56.0,1.0,1.0,0.0,0.0,0.0,0.10410589,0.09522979,0.0,1.0
2.0,7.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.8815055,0.32499602,1.0,0.0
0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,2.0,8.0,13.0,1.0,0.0,1.0,1.0,4556.0,0.71910006,0.92604965,0.0,1.0
0.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.81210244,0.871555,0.0,0.0
1.0,0.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.97623307,0.9437217,0.0,0.0
8.0,20.0,49.0,158.0,1.0,1.0,0.0,0.0,0.0,0.16226669,0.19948347,0.0,1.0
0.0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.8980047,0.96929014,0.0,0.0
2.0,3.0,10.0,11.0,1.0,0.0,1.0,1.0,1617.0,0.7439514,0.83588815,0.0,1.0
0.0,3.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.8393419,0.9303198,0.0,0.0
9.0,36.0,30.0,191.0,1.0,0.0,0.0,0.0,0.0,0.09199039,0.061375387,0.0,1.0
0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.87247556,0.97289515,0.0,0.0
11.0,12.0,31.0,107.0,1.0,1.0,1.0,0.0,0.0,0.08762373,0.26389366,0.0,1.0
1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.8438333,0.90231407,0.0,0.0
3.0,2.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.64435804,0.3844253,0.0,0.0
3.0,4.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.59875506,0.35225394,1.0,0.0
0.0,0.0,6.0,10.0,1.0,0.0,1.0,1.0,4346.0,0.71361834,0.8468973,0.0,1.0
1.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.907413,0.85230094,0.0,0.0
1.0,6.0,2.0,16.0,1.0,1.0,1.0,0.0,0.0,0.40033242,0.49390498,1.0,1.0
3.0,4.0,6.0,9.0,1.0,0.0,1.0,0.0,0.0,0.54291457,0.32688093,1.0,1.0
0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.93151844,0.88919795,0.0,0.0
0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.9498015,0.9023965,0.0,0.0
1.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.96463263,0.8593919,0.0,0.0
1.0,2.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.9257569,0.97541916,0.0,0.0
13.0,37.0,57.0,154.0,1.0,0.0,1.0,0.0,0.0,0.18618673,0.276513,0.0,1.0
0.0,2.0,2.0,15.0,1.0,0.0,1.0,1.0,3629.0,0.8428006,0.8328902,0.0,1.0
1.0,0.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.8394417,0.86414385,0.0,0.0
8.0,24.0,46.0,171.0,1.0,1.0,0.0,0.0,0.0,0.16541743,0.2795305,0.0,1.0
1.0,1.0,5.0,16.0,1.0,0.0,1.0,1.0,3461.0,0.71825737,0.8967812,0.0,1.0
0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.84844875,0.98488647,0.0,0.0
0.0,3.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.9356367,0.96850824,0.0,0.0
1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.8050204,0.96152383,0.0,0.0
1.0,2.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.88468015,0.91732395,0.0,0.0
0.0,2.0,2.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
2.0,5.0,5.0,9.0,1.0,0.0,1.0,1.0,4191.0,0.6657768,0.73814833,0.0,1.0
0.0,1.0,3.0,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.8858854,0.8825518,0.0,0.0
0.0,1.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.88130563,0.95117056,0.0,0.0
0.0,0.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.95722115,0.90124565,0.0,0.0
1.0,2.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.88644457,0.94775134,0.0,0.0
0.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8135697,0.94448555,0.0,0.0
11.0,27.0,40.0,183.0,1.0,1.0,1.0,0.0,0.0,0.28775904,0.08723372,0.0,1.0
1.0,7.0,8.0,4.0,1.0,1.0,1.0,0.0,0.0,0.54014,0.85408133,1.0,1.0
0.0,0.0,5.0,22.0,1.0,0.0,1.0,1.0,3513.0,0.7482643,0.83977234,0.0,1.0
0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.89037454,0.9152682,0.0,0.0
0.0,0.0,3.0,4.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.81220603,0.86630714,0.0,0.0
1.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.923494,0.98024064,0.0,0.0
1.0,1.0,3.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.94573915,0.9331108,0.0,0.0
2.0,2.0,3.0,21.0,1.0,0.0,1.0,1.0,4864.0,0.80041003,0.89116246,0.0,1.0
1.0,4.0,4.0,11.0,1.0,0.0,1.0,1.0,2177.0,0.8726425,0.70466256,0.0,1.0
0.0,0.0,7.0,18.0,1.0,0.0,1.0,1.0,3507.0,0.7349274,0.86186403,0.0,1.0
1.0,1.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.8777211,0.9820479,0.0,0.0
1.0,3.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8171154,0.90974694,0.0,0.0
0.0,3.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.88907427,0.85844326,0.0,0.0
1.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.92196554,0.88882715,0.0,0.0
0.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.8174946,0.9742163,0.0,0.0
1.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8826644,0.9674101,0.0,0.0
8.0,17.0,66.0,146.0,1.0,1.0,1.0,0.0,0.0,0.26391768,0.18209048,0.0,1.0
1.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.82467115,0.97890246,0.0,0.0
0.0,2.0,15.0,17.0,1.0,0.0,1.0,0.0,0.0,0.6019529,0.49459058,1.0,1.0
0.0,3.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.81679237,0.95058477,0.0,0.0
1.0,3.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.8627469,0.8963154,0.0,0.0
5.0,16.0,72.0,199.0,1.0,0.0,0.0,0.0,0.0,0.17890911,0.09834406,0.0,1.0
0.0,3.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.83545554,0.9283747,0.0,0.0
1.0,0.0,1.0,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,2.0,3.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
14.0,14.0,35.0,68.0,1.0,1.0,0.0,0.0,0.0,0.12245915,0.22146967,0.0,1.0
1.0,1.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.8125294,0.86522424,0.0,0.0
0.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.8149951,0.9129824,0.0,0.0
1.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.90177584,0.9805479,0.0,0.0
2.0,2.0,5.0,6.0,1.0,0.0,1.0,1.0,2562.0,0.8932921,0.7740812,0.0,1.0
0.0,0.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.8409098,0.9533626,0.0,0.0
1.0,2.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.9330087,0.86171687,0.0,0.0
1.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.81342053,0.93853694,0.0,0.0
1.0,1.0,0.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.9655357,0.9211702,0.0,0.0
1.0,2.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.9266134,0.93346244,0.0,0.0
0.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.8839795,0.9424256,0.0,0.0
0.0,2.0,1.0,3.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.9261015,0.87579584,0.0,0.0
0.0,1.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.88527393,0.9139784,0.0,0.0
1.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.94823116,0.9207177,0.0,0.0
0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.9030397,0.8819577,0.0,0.0
1.0,0.0,4.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
0.0,0.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,0.0,5.0,24.0,1.0,0.0,1.0,1.0,1802.0,0.6656402,0.96976274,0.0,1.0
0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.9660723,0.92813563,0.0,0.0
2.0,2.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.74939126,0.8952843,0.0,0.0
0.0,2.0,0.0,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
6.0,19.0,98.0,191.0,1.0,0.0,1.0,0.0,0.0,0.18126898,0.07338413,0.0,1.0
0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.8248162,0.9038114,0.0,0.0
1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.93064153,0.9370143,0.0,0.0
15.0,36.0,87.0,179.0,1.0,1.0,0.0,0.0,0.0,0.05810507,0.06541356,0.0,1.0
1.0,3.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.9186953,0.94629216,0.0,0.0
0.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.8399976,0.94131047,0.0,0.0
0.0,1.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.91484606,0.9725334,0.0,0.0
2.0,5.0,3.0,9.0,1.0,0.0,1.0,1.0,4730.0,0.71275485,0.9787115,0.0,1.0
0.0,3.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.8320607,0.90854234,0.0,0.0
0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.94385505,0.8546778,0.0,0.0
1.0,2.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
1.0,1.0,2.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0
